function,offset,target addr,instruction,type
FUN_ffffffff81002157,-0x259,0xffffffff81c8a630,CALL 0xffffffff81c8a630,direct call
FUN_ffffffff81002157,-0x1f2,ctx->rbp + ctx->r14 * 0x8 - 0x58,"MOV qword ptr [RBP + R14*0x8 + -0x58],RDX",write stack
FUN_ffffffff81002157,-0x1bc,ctx->rbp - 0x9c,"MOV dword ptr [RBP + -0x9c],R13D",write stack
FUN_ffffffff81002157,-0x154,ctx->rbp - 0x90,"MOV qword ptr [RBP + -0x90],RSI",write stack
FUN_ffffffff81002157,-0x146,ctx->rbp - 0x98,"MOV qword ptr [RBP + -0x98],RCX",write stack
FUN_ffffffff81002157,0x4,0xffffffff81c8a630,CALL 0xffffffff81c8a630,direct call
FUN_ffffffff81002157,0x1e,ctx->rbp + ctx->r14 * 0x8 - 0x58,"MOV qword ptr [RBP + R14*0x8 + -0x58],0x0",write stack
FUN_ffffffff81002157,0x5a,ctx->rbp - 0x9c,"MOV dword ptr [RBP + -0x9c],R13D",write stack
FUN_ffffffff81002157,0xc8b4d6,ctx->rbp - 0xb0,"MOV qword ptr [RBP + -0xb0],R8",write stack
FUN_ffffffff81002157,0xc8b4dd,ctx->rbp - 0xa8,"MOV qword ptr [RBP + -0xa8],RCX",write stack
FUN_ffffffff81002157,0xc8b4e4,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
FUN_ffffffff81002157,0xc8b5e2,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
FUN_ffffffff81002157,0xc8b5e7,ctx->rbp + ctx->r14 * 0x8 - 0x58,"MOV qword ptr [RBP + R14*0x8 + -0x58],0x0",write stack
FUN_ffffffff81002157,0xc8b61e,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
FUN_ffffffff81002157,0xc8b635,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
FUN_ffffffff81002157,0xc8b63a,ctx->rbp + ctx->rbx * 0x8 - 0x58,"MOV qword ptr [RBP + RBX*0x8 + -0x58],0x0",write stack
FUN_ffffffff81002157,0xc8b64c,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
cc_platform_has,0x17,,RET,ret
cc_platform_has,0x38,,RET,ret
cc_platform_has,0x3f,,RET,ret
cc_platform_has,0x51,,RET,ret
cc_platform_has,0x60,,RET,ret
cc_platform_has,0x6c,,RET,ret
cc_platform_has,0x86,,RET,ret
cc_platform_has,0x91,,RET,ret
cc_platform_has,0x9f,,RET,ret
cc_platform_has,0xa2,,RET,ret
cc_mkdec,0x1f,,RET,ret
cc_mkdec,0x2d,,RET,ret
cc_mkenc,0x20,,RET,ret
cc_mkenc,0x21,,RET,ret
cc_mkenc,0x29,,RET,ret
tdx_tlb_flush_required,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
tdx_tlb_flush_required,0xf,,RET,ret
tdx_cache_flush_required,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
tdx_cache_flush_required,0xf,,RET,ret
tdx_kvm_hypercall,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
tdx_kvm_hypercall,0x16,ctx->rbp - 0x8,"MOV qword ptr [RBP + -0x8],RAX",write stack
tdx_kvm_hypercall,0x1e,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RSI",write stack
tdx_kvm_hypercall,0x28,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RDX",write stack
tdx_kvm_hypercall,0x2c,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],0x0",write stack
tdx_kvm_hypercall,0x34,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
tdx_kvm_hypercall,0x38,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RCX",write stack
tdx_kvm_hypercall,0x3c,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],R8",write stack
tdx_kvm_hypercall,0x40,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
tdx_kvm_hypercall,0x55,,RET,ret
tdx_kvm_hypercall,0x56,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
ve_instr_len,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
ve_instr_len,0x36,,RET,ret
ve_instr_len,0x4d,0xffffffff830c7bab,"MOV byte ptr [0xffffffff830c7bab],0x1",write .data
ve_instr_len,0x54,0xffffffff81c953d8,CALL 0xffffffff81c953d8,direct call
ve_instr_len,0x6f,ctx->rbp - 0xc,"MOV dword ptr [RBP + -0xc],EAX",write stack
ve_instr_len,0x72,0xffffffff830c7bac,"MOV byte ptr [0xffffffff830c7bac],0x1",write .data
ve_instr_len,0x79,0xffffffff81c953d8,CALL 0xffffffff81c953d8,direct call
handle_cpuid,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
handle_cpuid,0x2f,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RAX",write stack
handle_cpuid,0x3c,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0xa",write stack
handle_cpuid,0x44,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RDX",write stack
handle_cpuid,0x48,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
handle_cpuid,0x62,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
handle_cpuid,0x73,ctx->rbx + 0x50,"MOV qword ptr [RBX + 0x50],RAX",write other [TODO]
handle_cpuid,0x7b,ctx->rbx + 0x28,"MOV qword ptr [RBX + 0x28],RAX",write other [TODO]
handle_cpuid,0x83,ctx->rbx + 0x58,"MOV qword ptr [RBX + 0x58],RAX",write other [TODO]
handle_cpuid,0x8b,ctx->rbx + 0x60,"MOV qword ptr [RBX + 0x60],RAX",write other [TODO]
handle_cpuid,0x8f,0xffffffff81002370,CALL 0xffffffff81002370,direct call
handle_cpuid,0xab,,RET,ret
handle_cpuid,0xac,ctx->rbx + 0x60,"MOV qword ptr [RBX + 0x60],0x0",write other [TODO]
handle_cpuid,0xb7,ctx->rbx + 0x58,"MOV qword ptr [RBX + 0x58],0x0",write other [TODO]
handle_cpuid,0xbf,ctx->rbx + 0x28,"MOV qword ptr [RBX + 0x28],0x0",write other [TODO]
handle_cpuid,0xc7,ctx->rbx + 0x50,"MOV qword ptr [RBX + 0x50],0x0",write other [TODO]
handle_cpuid,0xcf,0xffffffff81002370,CALL 0xffffffff81002370,direct call
handle_cpuid,0xdd,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
handle_io,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
handle_io,0x1f,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RAX",write stack
handle_io,0x63,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RSI",write stack
handle_io,0x6d,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],0x0",write stack
handle_io,0x75,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0x1e",write stack
handle_io,0x7d,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R8",write stack
handle_io,0x81,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x1",write stack
handle_io,0x89,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RBX",write stack
handle_io,0x8d,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
handle_io,0x9a,0xffffffff81002370,CALL 0xffffffff81002370,direct call
handle_io,0xb8,,RET,ret
handle_io,0xc5,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RSI",write stack
handle_io,0xd2,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R8",write stack
handle_io,0xd6,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0x1e",write stack
handle_io,0xde,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
handle_io,0xf5,ctx->r13 + 0x50,"MOV qword ptr [R13 + 0x50],RDX",write other [TODO]
handle_io,0x105,ctx->r13 + 0x50,"MOV qword ptr [R13 + 0x50],RBX",write other [TODO]
handle_io,0x112,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
handle_mmio,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
handle_mmio,0x34,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
handle_mmio,0x60,0xffffffff8128d090,CALL 0xffffffff8128d090,direct call
handle_mmio,0x7f,0xffffffff81c8c870,CALL 0xffffffff81c8c870,direct call
handle_mmio,0x99,0xffffffff81c8bab0,CALL 0xffffffff81c8bab0,direct call
handle_mmio,0xba,0xffffffff81c8b600,CALL 0xffffffff81c8b600,direct call
handle_mmio,0xfe,ctx->rbp - 0xe0,"MOV qword ptr [RBP + -0xe0],0x0",write stack
handle_mmio,0x109,ctx->rbp - 0xd8,"MOV qword ptr [RBP + -0xd8],0x30",write stack
handle_mmio,0x114,ctx->rbp - 0xe8,"MOV qword ptr [RBP + -0xe8],RAX",write stack
handle_mmio,0x11b,ctx->rbp - 0xd0,"MOV qword ptr [RBP + -0xd0],R12",write stack
handle_mmio,0x122,ctx->rbp - 0xc8,"MOV qword ptr [RBP + -0xc8],0x1",write stack
handle_mmio,0x12d,ctx->rbp - 0xc0,"MOV qword ptr [RBP + -0xc0],RDX",write stack
handle_mmio,0x13d,ctx->rbp - 0xb8,"MOV qword ptr [RBP + -0xb8],RAX",write stack
handle_mmio,0x144,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
handle_mmio,0x18a,,RET,ret
handle_mmio,0x191,0xffffffff81c8b590,CALL 0xffffffff81c8b590,direct call
handle_mmio,0x196,ctx->rbp - 0xf8,"MOV qword ptr [RBP + -0xf8],RAX",write stack
handle_mmio,0x1c8,0xffffffff81d03bf0,CALL 0xffffffff81d03bf0,direct call
handle_mmio,0x1d1,ctx->rbp - 0xd0,"MOV qword ptr [RBP + -0xd0],R12",write stack
handle_mmio,0x1d8,ctx->rbp - 0xe0,"MOV qword ptr [RBP + -0xe0],0x0",write stack
handle_mmio,0x1e3,ctx->rbp - 0xc0,"MOV qword ptr [RBP + -0xc0],RAX",write stack
handle_mmio,0x1f1,ctx->rbp - 0xd8,"MOV qword ptr [RBP + -0xd8],0x30",write stack
handle_mmio,0x1fc,ctx->rbp - 0xc8,"MOV qword ptr [RBP + -0xc8],0x1",write stack
handle_mmio,0x21c,ctx->rbp - 0xe0,"MOV qword ptr [RBP + -0xe0],0x0",write stack
handle_mmio,0x227,ctx->rbp - 0xd8,"MOV qword ptr [RBP + -0xd8],0x30",write stack
handle_mmio,0x232,ctx->rbp - 0xc0,"MOV qword ptr [RBP + -0xc0],RAX",write stack
handle_mmio,0x240,ctx->rbp - 0xd0,"MOV qword ptr [RBP + -0xd0],R12",write stack
handle_mmio,0x247,ctx->rbp - 0xc8,"MOV qword ptr [RBP + -0xc8],0x0",write stack
handle_mmio,0x252,ctx->rbp - 0xb8,"MOV qword ptr [RBP + -0xb8],RAX",write stack
handle_mmio,0x259,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
handle_mmio,0x26e,ctx->rbp - 0xe8,"MOV qword ptr [RBP + -0xe8],RCX",write stack
handle_mmio,0x2d1,ctx->rbx,"MOV byte ptr [RBX],AL",write other [TODO]
handle_mmio,0x2e8,ctx->wordctx->ptrctx->rcx + ctx->rdx * 0x1 - 0x2,"MOV word ptr [RCX + RDX*0x1 + -0x2],AX",write other [TODO]
handle_mmio,0x306,ctx->rbp - 0xf8,"MOV dword ptr [RBP + -0xf8],EAX",write stack
handle_mmio,0x30c,0xffffffff830c7ba9,"MOV byte ptr [0xffffffff830c7ba9],0x1",write .data
handle_mmio,0x313,0xffffffff81c953d8,CALL 0xffffffff81c953d8,direct call
handle_mmio,0x346,ctx->rbx,"MOV qword ptr [RBX],RDX",write other [TODO]
handle_mmio,0x358,ctx->rbx + ctx->rdx * 0x1 - 0x8,"MOV qword ptr [RBX + RDX*0x1 + -0x8],RSI",write other [TODO]
handle_mmio,0x380,ctx->rdi + ctx->rsi * 0x1,"MOV qword ptr [RDI + RSI*0x1],R8",write other [TODO]
handle_mmio,0x3fd,ctx->rbx,"MOV byte ptr [RBX],AL",write other [TODO]
handle_mmio,0x40b,ctx->wordctx->ptrctx->rbx + ctx->rcx * 0x1 - 0x2,"MOV word ptr [RBX + RCX*0x1 + -0x2],AX",write other [TODO]
handle_mmio,0x429,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
handle_mmio,0x430,ctx->rbx + ctx->rcx * 0x1 - 0x8,"MOV qword ptr [RBX + RCX*0x1 + -0x8],RAX",write other [TODO]
handle_mmio,0x476,ctx->rbx,"MOV dword ptr [RBX],EAX",write other [TODO]
handle_mmio,0x47c,ctx->rbx + ctx->rdx * 0x1 - 0x4,"MOV dword ptr [RBX + RDX*0x1 + -0x4],EAX",write other [TODO]
handle_mmio,0x496,ctx->rbx,"MOV dword ptr [RBX],EAX",write other [TODO]
handle_mmio,0x498,ctx->rbx + ctx->rcx * 0x1 - 0x4,"MOV dword ptr [RBX + RCX*0x1 + -0x4],EAX",write other [TODO]
handle_mmio,0x4a1,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
tdx_enc_status_changed,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
tdx_enc_status_changed,0x2a,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
tdx_enc_status_changed,0x86,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RBX",write stack
tdx_enc_status_changed,0x8d,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],0x0",write stack
tdx_enc_status_changed,0x9d,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],0x10001",write stack
tdx_enc_status_changed,0xa5,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RAX",write stack
tdx_enc_status_changed,0xa9,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x0",write stack
tdx_enc_status_changed,0xb1,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x0",write stack
tdx_enc_status_changed,0xb9,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
tdx_enc_status_changed,0x117,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RAX",write stack
tdx_enc_status_changed,0x11b,0xffffffff81002f70,CALL 0xffffffff81002f70,direct call
tdx_enc_status_changed,0x167,0xffffffff81002f70,CALL 0xffffffff81002f70,direct call
tdx_enc_status_changed,0x1b9,0xffffffff81002f70,CALL 0xffffffff81002f70,direct call
tdx_enc_status_changed,0x1ea,,RET,ret
tdx_enc_status_changed,0x1ed,0xffffffff81002290,CALL 0xffffffff81002290,direct call
tdx_enc_status_changed,0x1f7,0xffffffff81002290,CALL 0xffffffff81002290,direct call
tdx_enc_status_changed,0x202,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RBX",write stack
tdx_enc_status_changed,0x209,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],0x0",write stack
tdx_enc_status_changed,0x214,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],0x10001",write stack
tdx_enc_status_changed,0x21c,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RAX",write stack
tdx_enc_status_changed,0x220,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x0",write stack
tdx_enc_status_changed,0x228,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x0",write stack
tdx_enc_status_changed,0x230,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
tdx_enc_status_changed,0x266,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
tdx_get_ve_info,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
tdx_get_ve_info,0x2c,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RAX",write stack
tdx_get_ve_info,0x32,0xffffffff81002f70,CALL 0xffffffff81002f70,direct call
tdx_get_ve_info,0x44,ctx->rbx,"MOV qword ptr [RBX],RAX",write other [TODO]
tdx_get_ve_info,0x4b,ctx->rbx + 0x8,"MOV qword ptr [RBX + 0x8],RAX",write other [TODO]
tdx_get_ve_info,0x53,ctx->rbx + 0x10,"MOV qword ptr [RBX + 0x10],RAX",write other [TODO]
tdx_get_ve_info,0x5b,ctx->rbx + 0x18,"MOV qword ptr [RBX + 0x18],RAX",write other [TODO]
tdx_get_ve_info,0x63,ctx->rbx + 0x20,"MOV qword ptr [RBX + 0x20],RAX",write other [TODO]
tdx_get_ve_info,0x7b,,RET,ret
tdx_get_ve_info,0x7c,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
tdx_handle_virt_exception,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
tdx_handle_virt_exception,0x22,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RAX",write stack
tdx_handle_virt_exception,0x41,0xffffffff81002400,CALL 0xffffffff81002400,direct call
tdx_handle_virt_exception,0x73,,RET,ret
tdx_handle_virt_exception,0x89,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
tdx_handle_virt_exception,0xae,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0xc",write stack
tdx_handle_virt_exception,0xb9,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RDX",write stack
tdx_handle_virt_exception,0xbd,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
tdx_handle_virt_exception,0xce,0xffffffff81002610,CALL 0xffffffff81002610,direct call
tdx_handle_virt_exception,0xf0,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x20",write stack
tdx_handle_virt_exception,0xf8,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
tdx_handle_virt_exception,0x108,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
tdx_handle_virt_exception,0x10c,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
tdx_handle_virt_exception,0x119,0xffffffff81002370,CALL 0xffffffff81002370,direct call
tdx_handle_virt_exception,0x13e,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x1f",write stack
tdx_handle_virt_exception,0x146,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
tdx_handle_virt_exception,0x14a,0xffffffff81002fb0,CALL 0xffffffff81002fb0,direct call
tdx_handle_virt_exception,0x161,ctx->rbx + 0x50,"MOV qword ptr [RBX + 0x50],RDX",write other [TODO]
tdx_handle_virt_exception,0x165,ctx->rbx + 0x60,"MOV qword ptr [RBX + 0x60],RAX",write other [TODO]
tdx_handle_virt_exception,0x169,0xffffffff81002370,CALL 0xffffffff81002370,direct call
tdx_handle_virt_exception,0x176,0xffffffff810024f0,CALL 0xffffffff810024f0,direct call
tdx_handle_virt_exception,0x18e,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
tdx_handle_virt_exception,0xc8aa63,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
__switch_to_asm,0xa,ctx->rdi + 0x14d8,"MOV qword ptr [RDI + 0x14d8],RSP",write other [TODO]
__switch_to_asm,0x1f,ctx->gs + 0x28,"MOV qword ptr GS:[0x28],RBX",write other [TODO]
rewind_stack_and_make_dead,0x12,0xffffffff810aae50,CALL 0xffffffff810aae50,direct call
__x64_sys_ni_syscall,0x7,,RET,ret
__xen_pv_evtchn_do_upcall,0xd,ctx->gs + 0x30b68,"MOV qword ptr GS:[0x30b68],RDI",write other [TODO]
__xen_pv_evtchn_do_upcall,0x1c,0xffffffff8175c8b0,CALL 0xffffffff8175c8b0,direct call
__xen_pv_evtchn_do_upcall,0x21,ctx->gs + 0x30b68,"MOV qword ptr GS:[0x30b68],RBX",write other [TODO]
__xen_pv_evtchn_do_upcall,0x2e,,RET,ret
vdso_mremap,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
vdso_mremap,0x3f,ctx->rax + 0x360,"MOV qword ptr [RAX + 0x360],RDX",write other [TODO]
vdso_mremap,0x49,,RET,ret
vdso_mremap,0x6b,ctx->rcx + 0x3fd8,"MOV qword ptr [RCX + 0x3fd8],RAX",write other [TODO]
vdso_fault,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
vdso_fault,0x5e,ctx->rdx + 0x50,"MOV qword ptr [RDX + 0x50],RAX",write other [TODO]
vdso_fault,0x7b,,RET,ret
vdso_fault,0xa9,,RET,ret
map_vdso,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
map_vdso,0x38,0xffffffff81d112d0,CALL 0xffffffff81d112d0,direct call
map_vdso,0x60,0xffffffff812d2630,CALL 0xffffffff812d2630,direct call
map_vdso,0x8e,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
map_vdso,0x92,0xffffffff812d7a40,CALL 0xffffffff812d7a40,direct call
map_vdso,0xc0,0xffffffff812d7a40,CALL 0xffffffff812d7a40,direct call
map_vdso,0xe1,ctx->rdx + 0x360,"MOV qword ptr [RDX + 0x360],R15",write other [TODO]
map_vdso,0xef,ctx->rax + 0x368,"MOV qword ptr [RAX + 0x368],RBX",write other [TODO]
map_vdso,0xfb,0xffffffff81112fd0,CALL 0xffffffff81112fd0,direct call
map_vdso,0x111,,RET,ret
map_vdso,0x165,0xffffffff812d51e0,CALL 0xffffffff812d51e0,direct call
vvar_fault,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
vvar_fault,0x5d,,RET,ret
vvar_fault,0xa2,0xffffffff812cce20,CALL 0xffffffff812cce20,direct call
vvar_fault,0xa9,0xffffffff810808f0,CALL 0xffffffff810808f0,direct call
vvar_fault,0xc5,0xffffffff81002290,CALL 0xffffffff81002290,direct call
vvar_fault,0xf7,0xffffffff812cccb0,CALL 0xffffffff812cccb0,direct call
vvar_fault,0x151,0xffffffff812cce20,CALL 0xffffffff812cce20,direct call
vvar_fault,0x179,0xffffffff812cce20,CALL 0xffffffff812cce20,direct call
vvar_fault,0x184,,RET,ret
vvar_fault,0x185,0xffffffff81a27ce0,CALL 0xffffffff81a27ce0,direct call
vvar_fault,0x1c8,0xffffffff812cce20,CALL 0xffffffff812cce20,direct call
vvar_fault,0x1d9,0xffffffff81c953d8,CALL 0xffffffff81c953d8,direct call
vvar_fault,0x205,0xffffffff81c953d8,CALL 0xffffffff81c953d8,direct call
arch_get_vdso_data,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
arch_get_vdso_data,0x11,,RET,ret
vdso_join_timens,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
vdso_join_timens,0x2f,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
vdso_join_timens,0x35,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R13",write stack
vdso_join_timens,0x3c,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],0x1",write stack
vdso_join_timens,0x50,0xffffffff81d10a50,CALL 0xffffffff81d10a50,direct call
vdso_join_timens,0x6f,0xffffffff812d7a10,CALL 0xffffffff812d7a10,direct call
vdso_join_timens,0x83,0xffffffff81c73350,CALL 0xffffffff81c73350,direct call
vdso_join_timens,0x95,0xffffffff81113020,CALL 0xffffffff81113020,direct call
vdso_join_timens,0xb9,,RET,ret
vdso_join_timens,0xc7,0xffffffff812c6670,CALL 0xffffffff812c6670,direct call
vdso_join_timens,0xfd,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
map_vdso_once,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
map_vdso_once,0x2e,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
map_vdso_once,0x49,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],0x1",write stack
map_vdso_once,0x51,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R13",write stack
map_vdso_once,0x61,0xffffffff81d11350,CALL 0xffffffff81d11350,direct call
map_vdso_once,0x77,0xffffffff812d7a10,CALL 0xffffffff812d7a10,direct call
map_vdso_once,0x8a,0xffffffff812d7a10,CALL 0xffffffff812d7a10,direct call
map_vdso_once,0x9e,0xffffffff81c73350,CALL 0xffffffff81c73350,direct call
map_vdso_once,0xb0,0xffffffff81112fd0,CALL 0xffffffff81112fd0,direct call
map_vdso_once,0xbb,0xffffffff81003260,CALL 0xffffffff81003260,direct call
map_vdso_once,0xc7,0xffffffff81112fd0,CALL 0xffffffff81112fd0,direct call
map_vdso_once,0xee,,RET,ret
map_vdso_once,0x136,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
arch_setup_additional_pages,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
arch_setup_additional_pages,0x11,,RET,ret
arch_setup_additional_pages,0x80,0xffffffff8103ca60,CALL 0xffffffff8103ca60,direct call
arch_setup_additional_pages,0x8f,0xffffffff81003260,CALL 0xffffffff81003260,direct call
arch_setup_additional_pages,0x98,,RET,ret
arch_setup_additional_pages,0x99,0xffffffff817b7100,CALL 0xffffffff817b7100,direct call
compat_arch_setup_additional_pages,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
compat_arch_setup_additional_pages,0x10,,RET,ret
compat_arch_setup_additional_pages,0x1e,0xffffffff81003260,CALL 0xffffffff81003260,direct call
compat_arch_setup_additional_pages,0x24,,RET,ret
arch_syscall_is_vdso_sigreturn,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
arch_syscall_is_vdso_sigreturn,0x31,,RET,ret
arch_syscall_is_vdso_sigreturn,0x5d,,RET,ret
fixup_vdso_exception,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
fixup_vdso_exception,0x8a,ctx->r9 + 0x70,"MOV qword ptr [R9 + 0x70],R8",write other [TODO]
fixup_vdso_exception,0x94,ctx->r9 + 0x68,"MOV qword ptr [R9 + 0x68],R11",write other [TODO]
fixup_vdso_exception,0x9b,ctx->r9 + 0x60,"MOV qword ptr [R9 + 0x60],R10",write other [TODO]
fixup_vdso_exception,0x9f,ctx->r9 + 0x80,"MOV qword ptr [R9 + 0x80],RAX",write other [TODO]
fixup_vdso_exception,0xae,,RET,ret
fixup_vdso_exception,0xba,,RET,ret
__traceiter_emulate_vsyscall,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__traceiter_emulate_vsyscall,0x29,ctx->rax,CALL RAX,in-direct call
__traceiter_emulate_vsyscall,0x37,,RET,ret
